id,server_ts,account,side,price,order_type,time_in_force,symbol,size
3684970,1495120761393,10,1,17.9500000,0,0,DODic17,50.0000000
3684991,1495120820024,100,0,17.8500000,0,0,DODic17,500.0000000
3684992,1495120820526,10,1,17.9500000,0,0,DODic17,50.0000000
3690853,1499433729321,10,1,18.7100000,0,0,DODic17,100.0000000
3690941,1499434569548,100,0,18.4000000,0,0,DODic17,150.0000000
3690942,1499434569976,10,1,18.7100000,0,0,DODic17,100.0000000
3690954,1499434629359,100,0,18.4000000,0,0,DODic17,160.0000000
3690955,1499434629780,10,1,18.7100000,0,0,DODic17,100.0000000
3691016,1499434871721,100,0,18.4000000,0,0,DODic17,160.0000000
3691017,1499434872109,10,1,18.6500000,0,0,DODic17,60.0000000
3691060,1499434992584,100,0,18.4150000,0,0,DODic17,200.0000000
3691061,1499434993012,10,1,18.6380000,0,0,DODic17,40.0000000
3691082,1499435051682,100,0,18.4150000,0,0,DODic17,200.0000000
3691083,1499435052066,10,1,18.5990000,0,0,DODic17,110.0000000
3691106,1499435112078,100,0,18.4270000,0,0,DODic17,200.0000000
3691107,1499435112478,10,1,18.5960000,0,0,DODic17,50.0000000
3691145,1499435292739,100,0,18.4270000,0,0,DODic17,200.0000000
3691146,1499435293127,10,1,18.5720000,0,0,DODic17,200.0000000
3691150,1499435332334,100,0,18.4310000,0,0,DODic17,200.0000000
3691151,1499435332738,10,1,18.5960000,0,0,DODic17,50.0000000
3691170,1499435351942,100,0,18.4260000,0,0,DODic17,222.0000000
3691171,1499435352352,10,1,18.5630000,0,0,DODic17,100.0000000
3691184,1499435411885,100,0,18.4350000,0,0,DODic17,200.0000000
3691185,1499435412346,10,1,18.5710000,0,0,DODic17,80.0000000
3691198,1499435471738,100,0,18.4350000,0,0,DODic17,200.0000000
3691199,1499435472152,10,1,18.5710000,0,0,DODic17,80.0000000
3691214,1499435532187,100,0,18.4370000,0,0,DODic17,200.0000000
3691215,1499435532622,10,1,18.5710000,0,0,DODic17,80.0000000
3691226,1499435591400,100,0,18.5200000,0,0,DODic17,50.0000000
3691227,1499435591811,10,1,18.5710000,0,0,DODic17,80.0000000
3691236,1499435649462,100,0,18.5200000,0,0,DODic17,50.0000000
3691237,1499435649911,10,1,18.5710000,0,0,DODic17,80.0000000
3691321,1499436012582,100,0,18.5200000,0,0,DODic17,50.0000000
3691322,1499436012988,10,1,18.6500000,0,0,DODic17,80.0000000
3691352,1499436131407,100,0,18.5200000,0,0,DODic17,50.0000000
3691353,1499436131831,10,1,18.6350000,0,0,DODic17,80.0000000
3691366,1499436171870,100,0,18.5200000,0,0,DODic17,50.0000000
3691367,1499436172254,10,1,18.6490000,0,0,DODic17,35.0000000
3691417,1499436314014,100,0,18.5200000,0,0,DODic17,50.0000000
3691418,1499436314410,10,1,18.6500000,0,0,DODic17,250.0000000
3691432,1499436352090,100,0,18.5200000,0,0,DODic17,50.0000000
3691433,1499436352524,10,1,18.6530000,0,0,DODic17,178.0000000
3691446,1499436368379,100,0,18.5200000,0,0,DODic17,50.0000000
3691447,1499436368770,10,1,18.6500000,0,0,DODic17,330.0000000
3691464,1499436432783,100,0,18.5200000,0,0,DODic17,50.0000000
3691465,1499436433220,10,1,18.6460000,0,0,DODic17,60.0000000
3691490,1499436492753,100,0,18.5200000,0,0,DODic17,50.0000000
3691491,1499436493154,10,1,18.6460000,0,0,DODic17,30.0000000
3691506,1499436550322,100,0,18.5200000,0,0,DODic17,50.0000000
3691507,1499436550723,10,1,18.6250000,0,0,DODic17,35.0000000
3691522,1499436609503,100,0,18.5200000,0,0,DODic17,50.0000000
3691523,1499436609902,10,1,18.6450000,0,0,DODic17,30.0000000
3691537,1499436670299,100,0,18.5200000,0,0,DODic17,50.0000000
3691538,1499436670695,10,1,18.6200000,0,0,DODic17,70.0000000
3691577,1499436792052,100,0,18.4760000,0,0,DODic17,25.0000000
3691578,1499436792432,10,1,18.6050000,0,0,DODic17,54.0000000
3691597,1499436852995,100,0,18.4650000,0,0,DODic17,250.0000000
3691598,1499436853371,10,1,18.6050000,0,0,DODic17,54.0000000
3691684,1499437272027,100,0,18.5000000,0,0,DODic17,50.0000000
3691685,1499437272429,10,1,18.6050000,0,0,DODic17,54.0000000
3691704,1499437331192,100,0,18.5000000,0,0,DODic17,50.0000000
3691705,1499437331580,10,1,18.6050000,0,0,DODic17,54.0000000
3691886,1499438048728,100,0,18.5000000,0,0,DODic17,50.0000000
3691887,1499438049136,10,1,18.6050000,0,0,DODic17,134.0000000
3691908,1499438111721,100,0,18.5300000,0,0,DODic17,50.0000000
3691909,1499438112133,10,1,18.5990000,0,0,DODic17,54.0000000
3691930,1499438171429,100,0,18.5300000,0,0,DODic17,50.0000000
3691931,1499438171838,10,1,18.5990000,0,0,DODic17,250.0000000
3691950,1499438231106,100,0,18.5300000,0,0,DODic17,50.0000000
3691951,1499438231478,10,1,18.5990000,0,0,DODic17,200.0000000
3691976,1499438292750,100,0,18.5300000,0,0,DODic17,50.0000000
3691977,1499438293115,10,1,18.5990000,0,0,DODic17,250.0000000
3691990,1499438348722,100,0,18.5300000,0,0,DODic17,50.0000000
3691991,1499438349126,10,1,18.5990000,0,0,DODic17,250.0000000
3692012,1499438412041,100,0,18.5300000,0,0,DODic17,50.0000000
3692013,1499438412444,10,1,18.5990000,0,0,DODic17,134.0000000
3692038,1499438472986,100,0,18.5300000,0,0,DODic17,50.0000000
3692039,1499438473411,10,1,18.5980000,0,0,DODic17,250.0000000
3692066,1499438589422,100,0,18.5300000,0,0,DODic17,50.0000000
3692067,1499438589838,10,1,18.5950000,0,0,DODic17,35.0000000
3692107,1499438711979,100,0,18.5300000,0,0,DODic17,50.0000000
3692108,1499438712399,10,1,18.5950000,0,0,DODic17,35.0000000
3692124,1499438770371,100,0,18.5300000,0,0,DODic17,50.0000000
3692125,1499438770781,10,1,18.5950000,0,0,DODic17,54.0000000
3692141,1499438831337,100,0,18.5300000,0,0,DODic17,50.0000000
3692142,1499438831719,10,1,18.5750000,0,0,DODic17,54.0000000
3692164,1499438949529,100,0,18.5300000,0,0,DODic17,50.0000000
3692165,1499438949929,10,1,18.5750000,0,0,DODic17,54.0000000
3692176,1499439008824,100,0,18.5300000,0,0,DODic17,30.0000000
3692177,1499439009281,10,1,18.5750000,0,0,DODic17,54.0000000
3692195,1499439069864,100,0,18.5300000,0,0,DODic17,30.0000000
3692196,1499439070318,10,1,18.5750000,0,0,DODic17,108.0000000
3692232,1499439191603,100,0,18.5300000,0,0,DODic17,30.0000000
3692233,1499439192124,10,1,18.5750000,0,0,DODic17,188.0000000
3692302,1499439432111,100,0,18.5300000,0,0,DODic17,30.0000000
3692303,1499439432555,10,1,18.5500000,0,0,DODic17,50.0000000
3692322,1499439491637,100,0,18.5300000,0,0,DODic17,30.0000000
3692323,1499439492040,10,1,18.5500000,0,0,DODic17,160.0000000
3692382,1499439672270,100,0,18.5300000,0,0,DODic17,30.0000000
3692383,1499439672676,10,1,18.5490000,0,0,DODic17,20.0000000
3692444,1499439852745,100,0,18.5300000,0,0,DODic17,20.0000000
3692445,1499439853133,10,1,18.5500000,0,0,DODic17,160.0000000
3692472,1499439969513,100,0,18.5300000,0,0,DODic17,20.0000000
3692473,1499439969911,10,1,18.5490000,0,0,DODic17,61.0000000
3692492,1499440029941,100,0,18.5300000,0,0,DODic17,130.0000000
3692493,1499440030338,10,1,18.5490000,0,0,DODic17,61.0000000
3692506,1499440088585,100,0,18.5300000,0,0,DODic17,130.0000000
3692507,1499440089024,10,1,18.5490000,0,0,DODic17,61.0000000
3692528,1499440151286,100,0,18.5300000,0,0,DODic17,130.0000000
3692529,1499440151671,10,1,18.5500000,0,0,DODic17,160.0000000
3692545,1499440210855,100,0,18.5300000,0,0,DODic17,130.0000000
3692546,1499440211258,10,1,18.5500000,0,0,DODic17,10.0000000
3692564,1499440269649,100,0,18.5400000,0,0,DODic17,180.0000000
3692566,1499440270026,10,1,18.5500000,0,0,DODic17,10.0000000
3692585,1499440331322,100,0,18.5400000,0,0,DODic17,180.0000000
3692586,1499440331739,10,1,18.5640000,0,0,DODic17,10.0000000
3692599,1499440388256,100,0,18.5400000,0,0,DODic17,180.0000000
3692600,1499440388641,10,1,18.5640000,0,0,DODic17,10.0000000
3692675,1499440687881,100,0,18.5400000,0,0,DODic17,180.0000000
3692676,1499440688331,10,1,18.5640000,0,0,DODic17,10.0000000
3692699,1499440752025,100,0,18.5400000,0,0,DODic17,180.0000000
3692700,1499440752417,10,1,18.5640000,0,0,DODic17,10.0000000
3692755,1499440970982,100,0,18.5400000,0,0,DODic17,180.0000000
3692756,1499440971390,10,1,18.5590000,0,0,DODic17,10.0000000
3692830,1499441170632,100,0,18.5400000,0,0,DODic17,180.0000000
3692831,1499441171069,10,1,18.5550000,0,0,DODic17,50.0000000
3692855,1499441232107,100,0,18.4730000,0,0,DODic17,5.0000000
3692856,1499441232505,10,1,18.5550000,0,0,DODic17,50.0000000
3692880,1499441292213,100,0,18.4500000,0,0,DODic17,5.0000000
3692881,1499441292610,10,1,18.5500000,0,0,DODic17,50.0000000
3692914,1499441449654,100,0,18.4550000,0,0,DODic17,5.0000000
3692915,1499441450072,10,1,18.5500000,0,0,DODic17,50.0000000
3692924,1499441470073,100,0,18.4550000,0,0,DODic17,5.0000000
3692925,1499441470480,10,1,18.5490000,0,0,DODic17,130.0000000
3693011,1499441713965,100,0,18.4630000,0,0,DODic17,100.0000000
3693012,1499441714344,10,1,18.5480000,0,0,DODic17,130.0000000
3693026,1499441752821,100,0,18.4000000,0,0,DODic17,10.0000000
3693027,1499441753197,10,1,18.5490000,0,0,DODic17,60.0000000
3693078,1499441890104,100,0,18.4630000,0,0,DODic17,100.0000000
3693079,1499441890528,10,1,18.4550000,0,0,DODic17,50.0000000
3693120,1499442013205,100,0,18.4550000,0,0,DODic17,5.0000000
3693121,1499442013602,10,1,18.5450000,0,0,DODic17,50.0000000
3693146,1499442072063,100,0,18.4550000,0,0,DODic17,5.0000000
3693147,1499442072470,10,1,18.5460000,0,0,DODic17,50.0000000
3693174,1499442133548,100,0,18.4800000,0,0,DODic17,50.0000000
3693175,1499442133959,10,1,18.5460000,0,0,DODic17,50.0000000
3693219,1499442292718,100,0,18.4800000,0,0,DODic17,50.0000000
3693220,1499442293111,10,1,18.5460000,0,0,DODic17,50.0000000
3693261,1499442373586,100,0,18.4800000,0,0,DODic17,50.0000000
3693262,1499442373985,10,1,18.5430000,0,0,DODic17,50.0000000
3693283,1499442432579,100,0,18.4800000,0,0,DODic17,50.0000000
3693284,1499442432979,10,1,18.5420000,0,0,DODic17,110.0000000
3693326,1499442613645,100,0,18.4260000,0,0,DODic17,250.0000000
3693327,1499442614027,10,1,18.5200000,0,0,DODic17,26.0000000
3693348,1499442651573,100,0,18.4230000,0,0,DODic17,20.0000000
3693349,1499442651962,10,1,18.5300000,0,0,DODic17,85.0000000
3693370,1499442671772,100,0,18.4500000,0,0,DODic17,50.0000000
3693371,1499442672207,10,1,18.5000000,0,0,DODic17,75.0000000
3693394,1499442732285,100,0,18.4700000,0,0,DODic17,50.0000000
3693395,1499442732700,10,1,18.5000000,0,0,DODic17,75.0000000
3693420,1499442792162,100,0,18.4700000,0,0,DODic17,50.0000000
3693421,1499442792575,10,1,18.4990000,0,0,DODic17,100.0000000
3693444,1499442852873,100,0,18.4700000,0,0,DODic17,50.0000000
3693445,1499442853279,10,1,18.4990000,0,0,DODic17,126.0000000
3693472,1499442913460,100,0,18.4700000,0,0,DODic17,50.0000000
3693473,1499442913840,10,1,18.4900000,0,0,DODic17,26.0000000
3693502,1499443032769,100,0,18.4700000,0,0,DODic17,50.0000000
3693503,1499443033160,10,1,18.4900000,0,0,DODic17,100.0000000
3693538,1499443093019,100,0,18.4500000,0,0,DODic17,100.0000000
3693539,1499443093399,10,1,18.4900000,0,0,DODic17,100.0000000
3693566,1499443153585,100,0,18.4500000,0,0,DODic17,100.0000000
3693567,1499443153995,10,1,18.4900000,0,0,DODic17,160.0000000
3693594,1499443213542,100,0,18.4500000,0,0,DODic17,150.0000000
3693595,1499443213938,10,1,18.4900000,0,0,DODic17,160.0000000
3693638,1499443333542,100,0,18.4500000,0,0,DODic17,150.0000000
3693639,1499443333977,10,1,18.4900000,0,0,DODic17,60.0000000
3693663,1499443392632,100,0,18.4510000,0,0,DODic17,10.0000000
3693664,1499443394046,10,1,18.5000000,0,0,DODic17,135.0000000
3693689,1499443451929,100,0,18.4510000,0,0,DODic17,10.0000000
3693690,1499443452307,10,1,18.5410000,0,0,DODic17,50.0000000
3693718,1499443513179,100,0,18.4510000,0,0,DODic17,10.0000000
3693719,1499443513577,10,1,18.5460000,0,0,DODic17,50.0000000
3693742,1499443572314,100,0,18.4520000,0,0,DODic17,10.0000000
3693743,1499443572685,10,1,18.5460000,0,0,DODic17,50.0000000
3693768,1499443632300,100,0,18.4590000,0,0,DODic17,240.0000000
3693769,1499443632736,10,1,18.5460000,0,0,DODic17,50.0000000
3693794,1499443692953,100,0,18.4730000,0,0,DODic17,240.0000000
3693795,1499443693321,10,1,18.5460000,0,0,DODic17,50.0000000
3693836,1499443852959,100,0,18.4780000,0,0,DODic17,240.0000000
3693837,1499443853395,10,1,18.5460000,0,0,DODic17,50.0000000
3693880,1499443933573,100,0,18.4780000,0,0,DODic17,10.0000000
3693881,1499443933951,10,1,18.5460000,0,0,DODic17,50.0000000
3693910,1499443993478,100,0,18.4780000,0,0,DODic17,240.0000000
3693911,1499443993866,10,1,18.5460000,0,0,DODic17,50.0000000
3694000,1499444293706,100,0,18.4820000,0,0,DODic17,10.0000000
3694001,1499444294094,10,1,18.5460000,0,0,DODic17,50.0000000
3694029,1499444352937,100,0,18.4500000,0,0,DODic17,150.0000000
3694030,1499444353350,10,1,18.5460000,0,0,DODic17,50.0000000
3694054,1499444412788,100,0,18.4790000,0,0,DODic17,235.0000000
3694055,1499444413167,10,1,18.5460000,0,0,DODic17,50.0000000
3694081,1499444532428,100,0,18.4750000,0,0,DODic17,250.0000000
3694082,1499444532844,10,1,18.5460000,0,0,DODic17,50.0000000
3694127,1499444593088,100,0,18.4810000,0,0,DODic17,10.0000000
3694128,1499444593475,10,1,18.5460000,0,0,DODic17,50.0000000
3694156,1499444653243,100,0,18.4810000,0,0,DODic17,10.0000000
3694157,1499444653644,10,1,18.6010000,0,0,DODic17,50.0000000
3694200,1499444834791,100,0,18.4800000,0,0,DODic17,235.0000000
3694201,1499444835211,10,1,18.5890000,0,0,DODic17,50.0000000
3694215,1499444874469,100,0,18.4810000,0,0,DODic17,10.0000000
3694216,1499444874906,10,1,18.5890000,0,0,DODic17,50.0000000
3694231,1499444893568,100,0,18.4880000,0,0,DODic17,250.0000000
3694232,1499444893976,10,1,18.5890000,0,0,DODic17,50.0000000
3694259,1499444952691,100,0,18.4880000,0,0,DODic17,235.0000000
3694260,1499444953099,10,1,18.5700000,0,0,DODic17,126.0000000
3694318,1499445131245,100,0,18.4880000,0,0,DODic17,235.0000000
3694319,1499445131635,10,1,18.5700000,0,0,DODic17,126.0000000
3694333,1499445171009,100,0,18.4880000,0,0,DODic17,235.0000000
3694334,1499445171400,10,1,18.5700000,0,0,DODic17,176.0000000
3694373,1499445252946,100,0,18.4900000,0,0,DODic17,10.0000000
3694374,1499445253338,10,1,18.5900000,0,0,DODic17,250.0000000
3694388,1499445293453,100,0,18.4540000,0,0,DODic17,250.0000000
3694389,1499445293960,10,1,18.5890000,0,0,DODic17,50.0000000
3694416,1499445312922,100,0,18.4910000,0,0,DODic17,10.0000000
3694417,1499445313415,10,1,18.5800000,0,0,DODic17,30.0000000
3694443,1499445372996,100,0,18.4890000,0,0,DODic17,10.0000000
3694444,1499445373463,10,1,18.5800000,0,0,DODic17,30.0000000
3694488,1499445532821,100,0,18.4960000,0,0,DODic17,235.0000000
3694489,1499445533232,10,1,18.5800000,0,0,DODic17,30.0000000
3694514,1499445552849,100,0,18.5050000,0,0,DODic17,200.0000000
3694515,1499445553282,10,1,18.5800000,0,0,DODic17,30.0000000
3695845,1499692690634,100,0,18.4000000,0,0,DODic17,20.0000000
3695936,1499693409585,100,0,18.4000000,0,0,DODic17,20.0000000
3695937,1499693409984,10,1,18.7500000,0,0,DODic17,100.0000000
3695974,1499693589143,100,0,18.4350000,0,0,DODic17,100.0000000
3695975,1499693589577,10,1,18.7500000,0,0,DODic17,100.0000000
3696271,1499695090287,100,0,18.4350000,0,0,DODic17,100.0000000
3696272,1499695090695,10,1,18.6750000,0,0,DODic17,50.0000000
3696343,1499695389763,100,0,18.5000000,0,0,DODic17,10.0000000
3696344,1499695390148,10,1,18.6000000,0,0,DODic17,50.0000000
3696455,1499695810335,100,0,18.5000000,0,0,DODic17,10.0000000
3696456,1499695810729,10,1,18.6000000,0,0,DODic17,70.0000000
3696549,1499696230683,100,0,18.5000000,0,0,DODic17,10.0000000
3696550,1499696231107,10,1,18.6000000,0,0,DODic17,70.0000000
3696621,1499696589022,100,0,18.5000000,0,0,DODic17,10.0000000
3696622,1499696589416,10,1,18.6000000,0,0,DODic17,70.0000000
3696633,1499696649696,100,0,18.5000000,0,0,DODic17,10.0000000
3696634,1499696650085,10,1,18.6000000,0,0,DODic17,50.0000000
3696648,1499696709109,100,0,18.5200000,0,0,DODic17,20.0000000
3696649,1499696709503,10,1,18.6750000,0,0,DODic17,50.0000000
3696696,1499696931982,100,0,18.5200000,0,0,DODic17,20.0000000
3696697,1499696932362,10,1,18.6750000,0,0,DODic17,50.0000000
3696722,1499697010872,100,0,18.5000000,0,0,DODic17,10.0000000
3696723,1499697011311,10,1,18.6750000,0,0,DODic17,50.0000000
3696999,1499698090452,100,0,18.5100000,0,0,DODic17,500.0000000
3697000,1499698090849,10,1,18.6500000,0,0,DODic17,20.0000000
3697056,1499698271462,100,0,18.5200000,0,0,DODic17,250.0000000
3697057,1499698271850,10,1,18.6000000,0,0,DODic17,12.0000000
3697085,1499698332840,100,0,18.5100000,0,0,DODic17,500.0000000
3697086,1499698333252,10,1,18.6000000,0,0,DODic17,12.0000000
3697180,1499698691311,100,0,18.5100000,0,0,DODic17,500.0000000
3697181,1499698691719,10,1,18.6000000,0,0,DODic17,32.0000000
3697237,1499698812893,100,0,18.5110000,0,0,DODic17,50.0000000
3697238,1499698813338,10,1,18.6000000,0,0,DODic17,32.0000000
3697263,1499698872299,100,0,18.5110000,0,0,DODic17,50.0000000
3697265,1499698872695,10,1,18.6000000,0,0,DODic17,32.0000000
3697294,1499698932384,100,0,18.5590000,0,0,DODic17,250.0000000
3697295,1499698932780,10,1,18.6000000,0,0,DODic17,32.0000000
3697320,1499698989781,100,0,18.5160000,0,0,DODic17,50.0000000
3697321,1499698990164,10,1,18.6630000,0,0,DODic17,46.0000000
3697368,1499699112410,100,0,18.5500000,0,0,DODic17,10.0000000
3697370,1499699112800,10,1,18.6630000,0,0,DODic17,46.0000000
3697402,1499699172464,100,0,18.5500000,0,0,DODic17,10.0000000
3697403,1499699172842,10,1,18.6630000,0,0,DODic17,46.0000000
3697416,1499699228028,100,0,18.5500000,0,0,DODic17,10.0000000
3697417,1499699228425,10,1,18.6630000,0,0,DODic17,46.0000000
3697455,1499699352783,100,0,18.5500000,0,0,DODic17,10.0000000
3697456,1499699353218,10,1,18.6630000,0,0,DODic17,46.0000000
3697487,1499699412161,100,0,18.5500000,0,0,DODic17,10.0000000
3697488,1499699412558,10,1,18.6630000,0,0,DODic17,46.0000000
3697555,1499699592594,100,0,18.5500000,0,0,DODic17,10.0000000
3697556,1499699592993,10,1,18.6630000,0,0,DODic17,46.0000000
3697580,1499699650014,100,0,18.5500000,0,0,DODic17,10.0000000
3697581,1499699650405,10,1,18.6680000,0,0,DODic17,46.0000000
3697598,1499699708076,100,0,18.5500000,0,0,DODic17,10.0000000
3697599,1499699708487,10,1,18.6680000,0,0,DODic17,46.0000000
3697643,1499699893133,100,0,18.5500000,0,0,DODic17,10.0000000
3697644,1499699893532,10,1,18.6680000,0,0,DODic17,46.0000000
3697670,1499699951139,100,0,18.5510000,0,0,DODic17,200.0000000
3697671,1499699951518,10,1,18.6500000,0,0,DODic17,20.0000000
3697696,1499700010463,100,0,18.5520000,0,0,DODic17,200.0000000
3697697,1499700010917,10,1,18.6500000,0,0,DODic17,20.0000000
3697747,1499700192258,100,0,18.5500000,0,0,DODic17,10.0000000
3697748,1499700192655,10,1,18.6500000,0,0,DODic17,20.0000000
3697777,1499700252708,100,0,18.5560000,0,0,DODic17,50.0000000
3697778,1499700253324,10,1,18.6500000,0,0,DODic17,20.0000000
3697840,1499700373838,100,0,18.5510000,0,0,DODic17,200.0000000
3697841,1499700374343,10,1,18.6500000,0,0,DODic17,20.0000000
3697876,1499700434236,100,0,18.5670000,0,0,DODic17,200.0000000
3697877,1499700434828,10,1,18.6500000,0,0,DODic17,20.0000000
3698126,1499701212195,100,0,18.5670000,0,0,DODic17,200.0000000
3698127,1499701212609,10,1,18.6500000,0,0,DODic17,20.0000000
3698151,1499701273494,100,0,18.5670000,0,0,DODic17,200.0000000
3698152,1499701274044,10,1,18.6600000,0,0,DODic17,15.0000000
3698202,1499701391357,100,0,18.5640000,0,0,DODic17,400.0000000
3698203,1499701391748,10,1,18.6600000,0,0,DODic17,15.0000000
3698238,1499701451858,100,0,18.5650000,0,0,DODic17,200.0000000
3698239,1499701452288,10,1,18.6600000,0,0,DODic17,15.0000000
3698264,1499701569464,100,0,18.6000000,0,0,DODic17,500.0000000
3698265,1499701569889,10,1,18.6800000,0,0,DODic17,31.0000000
3698285,1499701611450,100,0,18.6000000,0,0,DODic17,500.0000000
3698286,1499701612066,10,1,18.6600000,0,0,DODic17,15.0000000
3698309,1499701631178,100,0,18.6000000,0,0,DODic17,500.0000000
3698310,1499701631565,10,1,18.6680000,0,0,DODic17,31.0000000
3698335,1499701693345,100,0,18.6000000,0,0,DODic17,500.0000000
3698336,1499701693723,10,1,18.6680000,0,0,DODic17,31.0000000
3698455,1499702050314,100,0,18.6000000,0,0,DODic17,500.0000000
3698456,1499702050782,10,1,18.6750000,0,0,DODic17,60.0000000
3698479,1499702112618,100,0,18.6000000,0,0,DODic17,500.0000000
3698480,1499702113044,10,1,18.7380000,0,0,DODic17,5.0000000
3698505,1499702170869,100,0,18.6000000,0,0,DODic17,500.0000000
3698507,1499702171344,10,1,18.7200000,0,0,DODic17,49.0000000
3698525,1499702230118,100,0,18.6000000,0,0,DODic17,500.0000000
3698526,1499702230550,10,1,18.7100000,0,0,DODic17,49.0000000
3698584,1499702349331,100,0,18.6000000,0,0,DODic17,500.0000000
3698585,1499702349718,10,1,18.7050000,0,0,DODic17,49.0000000
3698836,1499703012453,100,0,18.6200000,0,0,DODic17,500.0000000
3698837,1499703012847,10,1,18.7050000,0,0,DODic17,49.0000000
3699909,1499779328256,100,0,18.5500000,0,0,DODic17,27.0000000
3700018,1499779991754,100,0,18.5500000,0,0,DODic17,27.0000000
3700019,1499779992188,10,1,18.6300000,0,0,DODic17,50.0000000
3700054,1499780112364,100,0,18.5500000,0,0,DODic17,27.0000000
3700055,1499780112746,10,1,18.6300000,0,0,DODic17,50.0000000
3700118,1499780291899,100,0,18.5500000,0,0,DODic17,27.0000000
3700119,1499780292344,10,1,18.6300000,0,0,DODic17,50.0000000
3700174,1499780472074,100,0,18.5500000,0,0,DODic17,27.0000000
3700175,1499780472517,10,1,18.6300000,0,0,DODic17,50.0000000
3700190,1499780530444,100,0,18.5500000,0,0,DODic17,27.0000000
3700191,1499780530855,10,1,18.6300000,0,0,DODic17,50.0000000
3700257,1499780752628,100,0,18.5500000,0,0,DODic17,27.0000000
3700258,1499780753041,10,1,18.5500000,0,0,DODic17,150.0000000
3700347,1499781072428,100,0,18.5500000,0,0,DODic17,27.0000000
3700348,1499781072846,10,1,18.6700000,0,0,DODic17,150.0000000
3700489,1499781609129,100,0,18.5500000,0,0,DODic17,27.0000000
3700490,1499781609626,10,1,18.6500000,0,0,DODic17,150.0000000
3700512,1499781672404,100,0,18.5500000,0,0,DODic17,27.0000000
3700513,1499781672790,10,1,18.6500000,0,0,DODic17,200.0000000
3700574,1499781913582,100,0,18.5500000,0,0,DODic17,27.0000000
3700575,1499781913974,10,1,18.6500000,0,0,DODic17,200.0000000
3700594,1499781972038,100,0,18.5500000,0,0,DODic17,27.0000000
3700595,1499781972488,10,1,18.6500000,0,0,DODic17,150.0000000
3700642,1499782149543,100,0,18.5530000,0,0,DODic17,250.0000000
3700643,1499782149976,10,1,18.6500000,0,0,DODic17,150.0000000
3700654,1499782210507,100,0,18.5800000,0,0,DODic17,250.0000000
3700655,1499782210949,10,1,18.6500000,0,0,DODic17,150.0000000
3700684,1499782272130,100,0,18.5530000,0,0,DODic17,250.0000000
3700685,1499782272607,10,1,18.6500000,0,0,DODic17,150.0000000
3700742,1499782451989,100,0,18.5510000,0,0,DODic17,70.0000000
3700743,1499782452403,10,1,18.6500000,0,0,DODic17,150.0000000
3700758,1499782511342,100,0,18.5500000,0,0,DODic17,27.0000000
3700759,1499782511735,10,1,18.6500000,0,0,DODic17,150.0000000
3700917,1499783169342,100,0,18.5500000,0,0,DODic17,27.0000000
3700918,1499783169742,10,1,18.6500000,0,0,DODic17,150.0000000
3701367,1499784613690,100,0,18.5500000,0,0,DODic17,27.0000000
3701368,1499784614135,10,1,18.6500000,0,0,DODic17,150.0000000
3701395,1499784672962,100,0,18.5510000,0,0,DODic17,100.0000000
3701396,1499784673397,10,1,18.6500000,0,0,DODic17,150.0000000
3701423,1499784732675,100,0,18.5510000,0,0,DODic17,100.0000000
3701424,1499784733072,10,1,18.6500000,0,0,DODic17,150.0000000
3701529,1499785031206,100,0,18.5510000,0,0,DODic17,100.0000000
3701530,1499785031652,10,1,18.6500000,0,0,DODic17,150.0000000
3701553,1499785089427,100,0,18.5510000,0,0,DODic17,110.0000000
3701554,1499785089820,10,1,18.6500000,0,0,DODic17,150.0000000
3701579,1499785149825,100,0,18.6000000,0,0,DODic17,50.0000000
3701580,1499785150247,10,1,18.6500000,0,0,DODic17,150.0000000
3701768,1499785633170,100,0,18.6000000,0,0,DODic17,50.0000000
3701769,1499785633548,10,1,18.6500000,0,0,DODic17,150.0000000
3702098,1499786528979,100,0,18.6000000,0,0,DODic17,50.0000000
3702099,1499786529399,10,1,18.6500000,0,0,DODic17,200.0000000
3702310,1499787193179,100,0,18.6000000,0,0,DODic17,50.0000000
3702311,1499787193626,10,1,18.6500000,0,0,DODic17,200.0000000
3702494,1499787670438,100,0,18.6000000,0,0,DODic17,77.0000000
3702495,1499787670859,10,1,18.6500000,0,0,DODic17,200.0000000
3702827,1499788511118,100,0,18.6000000,0,0,DODic17,77.0000000
3702828,1499788511525,10,1,18.6300000,0,0,DODic17,50.0000000
3703083,1499789349733,100,0,18.6000000,0,0,DODic17,77.0000000
3703084,1499789350153,10,1,18.6300000,0,0,DODic17,50.0000000
3703224,1499789710470,100,0,18.6000000,0,0,DODic17,77.0000000
3703225,1499789714450,10,1,18.6300000,0,0,DODic17,50.0000000
3703388,1499790195960,100,0,18.6000000,0,0,DODic17,77.0000000
3703389,1499790196796,10,1,18.6300000,0,0,DODic17,50.0000000
3703519,1499790551243,100,0,18.6000000,0,0,DODic17,77.0000000
3703520,1499790551633,10,1,18.6250000,0,0,DODic17,10.0000000
3703882,1499791630679,100,0,18.6000000,0,0,DODic17,50.0000000
3703883,1499791631079,10,1,18.6250000,0,0,DODic17,10.0000000
3704312,1499792829438,100,0,18.6000000,0,0,DODic17,50.0000000
3704313,1499792829854,10,1,18.6250000,0,0,DODic17,10.0000000
3704399,1499793070253,100,0,18.6000000,0,0,DODic17,50.0000000
3704400,1499793070774,10,1,18.6500000,0,0,DODic17,200.0000000
3705796,1499879533400,100,0,18.5350000,0,0,DODic17,250.0000000
