Posición,Precio,Volumen,Hora
RFX20122020,73675.0,2,16:38:13
WTI032021,41.76,50,16:37:50
GGAL122020,132.65,9,16:37:33
RFX20122020,73675.0,3,16:37:13
RFX20122020,73700.0,3,16:36:34
GGAL122020,132.7,2,16:36:29
RFX20122020,73740.0,1,16:36:09
RFX20122020,73740.0,1,16:36:09
GGAL122020,132.7,8,16:36:07
WTI012021,41.7,5,16:35:58
WTI012021,41.69,5,16:35:46
GGAL022021,140.05,1,16:35:38
GGAL122020,132.6,1,16:35:38
ORO012021,1900.0,1,16:34:59
WTI012021,41.54,5,16:34:28
GGAL122020,132.9,1,16:34:26
GGAL122020,132.9,5,16:34:17
RFX20122020,73740.0,1,16:34:13
RFX20122020,73740.0,1,16:34:13
RFX20122020,73700.0,2,16:34:10
RFX20122020,73700.0,3,16:34:08
RFX20122020,73700.0,2,16:33:57
GGAL122020,132.9,1,16:33:52
RFX20122020,73710.0,5,16:33:50
WTI012021,41.55,5,16:33:49
GGAL122020,132.8,15,16:33:49
WTI032021,41.77,50,16:33:37
WTI012021,41.52,25,16:33:35
GGAL122020,132.95,5,16:33:29
GGAL122020,132.5,10,16:33:22
GGAL122020,132.7,1,16:33:22
GGAL122020,132.55,5,16:33:22
GGAL122020,132.5,6,16:33:22
GGAL122020,132.5,3,16:33:22
GGAL122020,133.0,4,16:33:19
GGAL122020,133.0,1,16:33:19
GGAL122020,132.95,5,16:33:15
GGAL122020,132.95,5,16:33:15
GGAL122020,132.95,5,16:33:04
RFX20122020,73740.0,3,16:32:57
GGAL122020,133.0,2,16:32:56
GGAL122020,133.0,5,16:32:56
GGAL122020,132.75,6,16:32:54
RFX20122020,73745.0,5,16:32:50
RFX20122020,73700.0,1,16:32:45
GGAL122020,132.5,2,16:32:40
GGAL122020,132.5,10,16:32:38
RFX20122020,73680.0,5,16:32:38
RFX20122020,73680.0,3,16:32:35
GGAL122020,132.5,2,16:32:21
GGAL122020,132.45,4,16:32:18
GGAL122020,132.45,1,16:32:07
PAMP122020,85.3,5,16:32:06
GGAL122020,132.45,10,16:32:01
RFX20122020,73640.0,4,16:31:50
RFX20122020,73650.0,1,16:31:50
RFX20122020,73675.0,10,16:31:50
PAMP122020,85.1,5,16:31:16
GGAL122020,132.55,10,16:30:37
GGAL122020,132.6,1,16:30:27
GGAL122020,132.6,14,16:30:27
RFX20122020,73580.0,1,16:30:25
PAMP122020,84.7,5,16:30:24
PAMP122020,84.65,5,16:30:20
RFX20122020,73620.0,5,16:28:50
RFX20122020,73650.0,3,16:28:49
RFX20122020,73650.0,2,16:28:49
RFX20122020,73650.0,7,16:28:47
ORO112020,1885.0,1,16:28:45
RFX20122020,73650.0,4,16:28:44
RFX20122020,73650.0,1,16:28:44
GGAL122020,132.75,5,16:28:39
RFX20122020,73650.0,6,16:28:38
GGAL122020,132.5,1,16:28:35
RFX20122020,73610.0,1,16:28:34
RFX20122020,73615.0,2,16:28:34
RFX20122020,73620.0,2,16:28:34
GGAL122020,132.5,8,16:28:25
RFX20122020,73590.0,1,16:28:22
RFX20122020,73590.0,1,16:28:22
RFX20122020,73590.0,1,16:28:22
GGAL122020,132.5,6,16:28:20
GGAL122020,132.5,1,16:28:20
GGAL122020,132.45,3,16:27:04
GGAL122020,132.55,8,16:26:58
GGAL122020,132.55,2,16:26:58
RFX20122020,73470.0,1,16:26:52
RFX20122020,73520.0,1,16:26:49
RFX20122020,73545.0,4,16:26:45
RFX20122020,73545.0,1,16:26:45
RFX20122020,73550.0,1,16:26:44
RFX20122020,73595.0,1,16:26:17
RFX20122020,73545.0,1,16:26:08
RFX20122020,73595.0,1,16:26:07
RFX20122020,73600.0,1,16:25:54
RFX20122020,73595.0,1,16:24:50
RFX20122020,73600.0,2,16:24:50
PAMP122020,84.7,2,16:24:32
GGAL122020,132.5,10,16:23:42
PAMP122020,84.75,1,16:23:32
PAMP122020,84.75,2,16:23:26
RFX20122020,73560.0,3,16:23:12
RFX20122020,73595.0,1,16:22:54
RFX20122020,73595.0,7,16:22:53
RFX20122020,73595.0,1,16:22:37
GGAL122020,132.5,3,16:22:30
PAMP122020,84.6,5,16:22:27
RFX20122020,73550.0,2,16:22:24
GGAL122020,132.4,10,16:22:11
RFX20122020,73600.0,3,16:21:52
GGAL122020,132.4,1,16:21:50
GGAL122020,132.0,3,16:21:43
GGAL122020,132.0,3,16:21:43
RFX20122020,73590.0,2,16:21:42
RFX20122020,73590.0,3,16:21:36
RFX20122020,73510.0,7,16:21:28
GGAL122020,132.0,2,16:21:25
RFX20122020,73535.0,3,16:21:24
RFX20122020,73540.0,1,16:21:24
PAMP122020,84.7,5,16:21:20
RFX20122020,73500.0,1,16:21:18
PAMP122020,84.75,5,16:21:17
GGAL122020,132.0,5,16:21:11
RFX20122020,73550.0,5,16:21:08
PAMP122020,84.75,5,16:21:02
PAMP122020,84.75,5,16:21:02
GGAL122020,132.2,1,16:20:58
GGAL122020,132.0,2,16:20:48
WTI012021,41.3,4,16:20:42
GGAL122020,132.0,5,16:20:34
GGAL122020,132.0,4,16:20:34
RFX20122020,73470.0,1,16:20:20
RFX20122020,73470.0,5,16:20:16
RFX20122020,73525.0,4,16:19:55
RFX20122020,73525.0,1,16:19:55
RFX20122020,73525.0,1,16:19:53
GGAL122020,132.3,5,16:19:53
RFX20122020,73525.0,4,16:19:48
GGAL122020,132.0,10,16:19:34
RFX20122020,73535.0,6,16:19:30
RFX20122020,73530.0,4,16:19:30
RFX20122020,73535.0,2,16:19:29
RFX20122020,73565.0,2,16:19:18
PAMP122020,85.0,5,16:19:15
RFX20122020,73555.0,3,16:19:11
GGAL122020,132.2,5,16:19:10
RFX20122020,73565.0,3,16:19:06
GGAL122020,132.45,5,16:19:01
GGAL122020,132.35,5,16:19:01
GGAL122020,132.15,5,16:19:01
GGAL122020,132.15,4,16:19:01
GGAL122020,132.6,1,16:19:01
RFX20122020,73580.0,3,16:18:49
RFX20122020,73585.0,7,16:18:49
RFX20122020,73530.0,4,16:18:45
GGAL122020,132.7,3,16:18:44
GGAL122020,132.7,3,16:18:40
GGAL122020,132.7,5,16:18:37
RFX20122020,73560.0,7,16:18:36
RFX20122020,73560.0,3,16:18:34
RFX20122020,73560.0,8,16:18:33
RFX20122020,73560.0,2,16:18:33
RFX20122020,73560.0,1,16:18:33
GGAL122020,132.8,5,16:18:30
GGAL122020,132.8,5,16:18:30
ORO012021,1900.0,1,16:18:30
RFX20122020,73560.0,2,16:18:28
RFX20122020,73560.0,8,16:18:20
RFX20122020,73575.0,2,16:18:18
RFX20122020,73570.0,1,16:18:18
RFX20122020,73565.0,2,16:18:18
RFX20122020,73560.0,2,16:18:18
RFX20122020,73600.0,10,16:17:43
RFX20122020,73595.0,1,16:17:42
RFX20122020,73595.0,3,16:17:39
RFX20122020,73595.0,2,16:17:35
RFX20122020,73595.0,1,16:17:22
RFX20122020,73570.0,5,16:17:18
RFX20122020,73570.0,1,16:17:00
RFX20122020,73570.0,1,16:16:57
RFX20122020,73575.0,1,16:16:54
PAMP122020,84.9,5,16:16:51
RFX20122020,73575.0,3,16:16:50
GGAL122020,133.0,3,16:16:49
GGAL122020,133.0,4,16:16:46
RFX20122020,73600.0,2,16:16:38
PAMP122020,84.9,3,16:16:37
RFX20122020,73570.0,1,16:16:36
RFX20122020,73565.0,4,16:16:36
PAMP122020,84.9,2,16:16:33
RFX20122020,73565.0,1,16:16:31
RFX20122020,73560.0,5,16:16:27
RFX20122020,73565.0,2,16:16:23
GGAL122020,133.0,3,16:16:15
RFX20122020,73600.0,3,16:16:12
GGAL122020,132.9,5,16:16:05
RFX20122020,73610.0,2,16:16:02
RFX20122020,73610.0,1,16:16:02
RFX20122020,73620.0,2,16:16:01
RFX20122020,73635.0,3,16:16:00
GGAL122020,133.0,5,16:16:00
GGAL122020,133.0,4,16:16:00
PAMP122020,85.05,5,16:15:54
GGAL122020,133.1,10,16:15:53
GGAL122020,133.3,1,16:15:32
GGAL122020,133.3,25,16:15:27
PAMP122020,85.1,2,16:15:21
RFX20122020,73680.0,6,16:15:18
RFX20122020,73685.0,5,16:15:17
RFX20122020,73685.0,2,16:15:15
RFX20122020,73685.0,1,16:15:15
RFX20122020,73700.0,3,16:15:14
RFX20122020,73700.0,3,16:15:14
RFX20122020,73685.0,3,16:15:11
RFX20122020,73700.0,1,16:15:09
RFX20122020,73700.0,5,16:15:07
RFX20122020,73680.0,4,16:15:07
RFX20122020,73695.0,5,16:14:48
RFX20122020,73650.0,3,16:14:46
GGAL122020,133.3,1,16:14:42
YPFD122020,757.7,1,16:14:40
RFX20122020,73710.0,1,16:14:29
RFX20122020,73715.0,4,16:14:27
YPFD122020,757.7,2,16:14:26
YPFD122020,757.7,2,16:14:26
GGAL122020,133.5,5,16:14:21
GGAL122020,133.5,22,16:14:21
GGAL122020,133.4,2,16:14:17
GGAL122020,133.5,3,16:14:17
WTI012021,41.2,3,16:14:17
RFX20122020,73740.0,2,16:14:15
RFX20122020,73745.0,5,16:14:05
RFX20122020,73750.0,5,16:14:05
RFX20122020,73665.0,4,16:13:56
RFX20122020,73670.0,6,16:13:56
RFX20122020,73685.0,1,16:13:56
RFX20122020,73690.0,5,16:13:56
RFX20122020,73700.0,1,16:13:56
RFX20122020,73700.0,3,16:13:56
RFX20122020,73700.0,2,16:13:56
RFX20122020,73700.0,8,16:13:56
RFX20122020,73700.0,7,16:13:56
RFX20122020,73700.0,1,16:13:56
RFX20122020,73700.0,1,16:13:56
RFX20122020,73705.0,1,16:13:56
RFX20122020,73705.0,9,16:13:56
PAMP122020,85.1,3,16:13:56
GGAL122020,133.25,2,16:13:55
RFX20122020,73685.0,3,16:13:45
GGAL122020,133.0,5,16:13:41
RFX20122020,73675.0,1,16:13:37
RFX20122020,73650.0,1,16:13:29
RFX20122020,73675.0,1,16:13:23
RFX20122020,73675.0,2,16:13:23
GGAL122020,133.15,5,16:13:22
RFX20122020,73650.0,2,16:13:10
RFX20122020,73650.0,3,16:13:09
RFX20122020,73640.0,5,16:13:06
RFX20122020,73645.0,1,16:13:06
RFX20122020,73650.0,2,16:13:06
GGAL122020,133.0,5,16:13:06
GGAL122020,133.0,10,16:13:06
GGAL122020,132.9,44,16:13:02
RFX20122020,73640.0,1,16:12:58
RFX20122020,73635.0,2,16:12:57
RFX20122020,73600.0,2,16:12:51
RFX20122020,73600.0,3,16:12:51
RFX20122020,73595.0,1,16:12:50
RFX20122020,73595.0,4,16:12:45
RFX20122020,73580.0,10,16:12:43
GGAL122020,132.85,10,16:12:43
GGAL122020,132.9,3,16:12:29
WTI012021,41.2,5,16:12:05
RFX20122020,73580.0,1,16:11:56
GGAL122020,132.9,1,16:11:55
RFX20122020,73580.0,1,16:11:48
GGAL122020,132.9,2,16:11:41
PAMP122020,85.1,1,16:11:32
RFX20122020,73500.0,2,16:11:16
GGAL122020,132.9,2,16:11:00
GGAL122020,132.85,1,16:10:59
PAMP122020,85.15,5,16:10:47
RFX20122020,73550.0,10,16:10:39
GGAL122020,132.7,8,16:09:54
GGAL122020,132.7,2,16:09:26
GGAL122020,132.7,1,16:09:26
GGAL122020,132.7,3,16:09:26
GGAL122020,132.75,5,16:09:15
RFX20122020,73560.0,5,16:09:03
RFX20122020,73605.0,3,16:08:48
GGAL122020,132.7,2,16:08:39
RFX20122020,73610.0,5,16:08:27
GGAL122020,133.0,2,16:08:25
GGAL122020,133.0,12,16:08:19
GGAL122020,133.0,2,16:08:14
GGAL122020,133.0,18,16:08:14
GGAL122020,132.7,5,16:08:00
GGAL122020,132.75,1,16:07:52
RFX20122020,73640.0,1,16:07:52
GGAL122020,132.95,4,16:07:37
GGAL122020,132.95,5,16:07:37
RFX20122020,73650.0,2,16:07:22
RFX20122020,73650.0,1,16:07:22
RFX20122020,73645.0,1,16:07:15
RFX20122020,73600.0,3,16:06:45
RFX20122020,73600.0,3,16:06:43
RFX20122020,73600.0,2,16:06:36
RFX20122020,73600.0,2,16:06:36
RFX20122020,73600.0,1,16:06:33
RFX20122020,73600.0,5,16:06:33
RFX20122020,73600.0,5,16:06:33
GGAL122020,132.7,1,16:06:19
GGAL122020,132.7,1,16:06:19
GGAL122020,132.7,1,16:06:19
GGAL122020,132.65,11,16:06:01
RFX20122020,73600.0,2,16:06:00
GGAL122020,132.65,5,16:05:46
GGAL122020,132.6,5,16:05:38
ORO112020,1885.0,5,16:05:35
ORO032021,1905.0,10,16:05:25
ORO032021,1905.0,10,16:05:12
GGAL122020,132.6,5,16:05:10
RFX20122020,73550.0,1,16:05:10
RFX20122020,73550.0,1,16:05:00
GGAL122020,132.6,2,16:04:57
RFX20122020,73550.0,1,16:04:53
GGAL122020,132.65,34,16:04:46
RFX20122020,73570.0,1,16:04:32
RFX20122020,73570.0,2,16:04:32
RFX20122020,73575.0,2,16:04:32
RFX20122020,73570.0,2,16:04:27
RFX20122020,73570.0,1,16:04:27
ORO032021,1904.0,1,16:04:18
GGAL122020,132.55,9,16:04:00
RFX20122020,73575.0,4,16:03:50
RFX20122020,73575.0,5,16:03:46
RFX20122020,73575.0,5,16:03:45
RFX20122020,73585.0,7,16:03:44
RFX20122020,73575.0,3,16:03:36
RFX20122020,73575.0,3,16:03:36
GGAL122020,132.55,1,16:03:33
RFX20122020,73510.0,1,16:03:23
GGAL122020,132.7,5,16:03:20
RFX20122020,73500.0,1,16:03:19
RFX20122020,73500.0,4,16:03:19
RFX20122020,73500.0,3,16:03:17
GGAL122020,132.85,2,16:02:49
WTI032021,41.4,50,16:02:35
RFX20122020,73530.0,2,16:02:22
GGAL122020,132.9,2,16:02:20
RFX20122020,73535.0,2,16:02:19
RFX20122020,73535.0,2,16:02:19
GGAL122020,132.9,5,16:02:16
RFX20122020,73530.0,1,16:02:09
RFX20122020,73500.0,5,16:02:05
RFX20122020,73500.0,4,16:01:15
RFX20122020,73500.0,1,16:01:15
RFX20122020,73535.0,2,16:01:15
RFX20122020,73505.0,2,16:01:13
RFX20122020,73505.0,5,16:01:10
RFX20122020,73535.0,4,16:01:07
GGAL122020,133.0,1,16:01:04
RFX20122020,73500.0,2,16:00:57
GGAL122020,133.05,5,16:00:52
RFX20122020,73545.0,1,16:00:51
RFX20122020,73535.0,6,16:00:45
RFX20122020,73540.0,3,16:00:45
RFX20122020,73545.0,1,16:00:45
GGAL122020,133.1,2,16:00:29
GGAL122020,133.1,2,16:00:29
PAMP122020,85.55,5,16:00:24
RFX20122020,73545.0,5,16:00:24
RFX20122020,73545.0,1,16:00:19
RFX20122020,73500.0,3,16:00:08
RFX20122020,73500.0,2,16:00:08
RFX20122020,73500.0,1,16:00:08
RFX20122020,73440.0,2,16:00:02
PAMP122020,85.55,5,15:59:59
PAMP122020,85.55,5,15:59:59
GGAL122020,133.1,2,15:59:57
GGAL122020,133.0,5,15:59:56
RFX20122020,73435.0,4,15:59:56
RFX20122020,73435.0,1,15:59:56
RFX20122020,73435.0,1,15:59:55
YPFD122020,755.0,1,15:59:52
RFX20122020,73435.0,6,15:59:47
GGAL122020,133.1,2,15:59:44
RFX20122020,73495.0,6,15:59:37
RFX20122020,73505.0,1,15:59:33
RFX20122020,73500.0,5,15:59:33
GGAL122020,133.2,5,15:59:32
RFX20122020,73585.0,10,15:58:50
GGAL122020,133.0,6,15:58:47
GGAL122020,133.15,1,15:58:46
GGAL122020,133.15,3,15:58:46
RFX20122020,73520.0,1,15:58:38
GGAL122020,133.05,10,15:58:20
GGAL122020,133.0,1,15:58:01
GGAL122020,133.2,3,15:57:58
GGAL122020,133.2,5,15:57:49
RFX20122020,73575.0,1,15:57:48
RFX20122020,73575.0,10,15:57:45
RFX20122020,73575.0,10,15:57:44
RFX20122020,73575.0,10,15:57:36
RFX20122020,73600.0,5,15:57:33
RFX20122020,73600.0,5,15:57:09
RFX20122020,73600.0,5,15:57:06
PAMP122020,85.5,3,15:57:04
GGAL122020,133.3,1,15:57:01
GGAL122020,133.15,5,15:56:56
GGAL122020,133.1,5,15:56:53
YPFD122020,757.0,3,15:56:50
RFX20122020,73600.0,9,15:56:50
RFX20122020,73575.0,20,15:56:50
RFX20122020,73650.0,10,15:56:49
RFX20122020,73650.0,10,15:56:47
RFX20122020,73650.0,10,15:56:46
RFX20122020,73650.0,10,15:56:46
RFX20122020,73645.0,3,15:56:46
RFX20122020,73645.0,3,15:56:41
RFX20122020,73635.0,1,15:56:39
RFX20122020,73635.0,8,15:56:35
RFX20122020,73635.0,1,15:56:35
RFX20122020,73640.0,1,15:56:35
RFX20122020,73640.0,1,15:56:35
RFX20122020,73645.0,2,15:56:35
GGAL122020,133.05,5,15:56:32
GGAL122020,133.1,5,15:56:24
GGAL122020,133.1,5,15:56:24
GGAL122020,133.05,5,15:56:20
GGAL122020,133.0,3,15:56:16
GGAL122020,133.0,21,15:56:16
GGAL122020,133.0,5,15:56:16
GGAL122020,133.0,3,15:56:16
RFX20122020,73600.0,20,15:56:11
GGAL122020,132.95,5,15:56:08
GGAL122020,133.0,6,15:56:08
GGAL122020,133.0,19,15:56:08
GGAL122020,132.85,1,15:56:07
GGAL122020,132.85,5,15:56:06
RFX20122020,73620.0,5,15:56:01
RFX20122020,73620.0,1,15:56:01
RFX20122020,73620.0,2,15:56:01
RFX20122020,73620.0,1,15:55:55
RFX20122020,73620.0,1,15:55:55
GGAL122020,132.75,3,15:55:48
RFX20122020,73630.0,15,15:55:41
RFX20122020,73620.0,4,15:55:40
RFX20122020,73595.0,3,15:55:34
RFX20122020,73550.0,3,15:55:30
RFX20122020,73550.0,5,15:55:29
RFX20122020,73575.0,15,15:55:27
RFX20122020,73575.0,10,15:55:27
GGAL122020,132.75,9,15:55:15
RFX20122020,73530.0,1,15:55:10
GGAL122020,132.75,1,15:55:08
GGAL122020,132.75,1,15:55:08
GGAL122020,132.75,2,15:55:08
RFX20122020,73530.0,4,15:55:01
RFX20122020,73530.0,1,15:55:01
GGAL122020,132.7,3,15:54:59
GGAL122020,132.7,2,15:54:59
RFX20122020,73500.0,1,15:54:57
RFX20122020,73510.0,2,15:54:57
RFX20122020,73510.0,6,15:54:57
RFX20122020,73510.0,5,15:54:57
RFX20122020,73495.0,1,15:54:56
RFX20122020,73495.0,2,15:54:56
RFX20122020,73495.0,2,15:54:56
RFX20122020,73490.0,3,15:54:49
GGAL122020,132.7,2,15:54:48
RFX20122020,73485.0,20,15:54:23
GGAL122020,132.45,1,15:54:21
RFX20122020,73485.0,7,15:54:19
ORO112020,1890.0,15,15:54:11
ORO112020,1890.0,15,15:54:05
RFX20122020,73445.0,5,15:53:58
RFX20122020,73420.0,1,15:52:36
RFX20122020,73480.0,2,15:52:26
RFX20122020,73485.0,2,15:52:04
GGAL122020,132.4,1,15:52:04
GGAL122020,132.4,10,15:51:58
RFX20122020,73480.0,2,15:51:57
GGAL122020,132.4,10,15:51:56
RFX20122020,73480.0,2,15:51:54
GGAL122020,132.4,10,15:51:53
GGAL122020,132.4,2,15:51:53
GGAL122020,132.4,10,15:51:49
RFX20122020,73420.0,2,15:51:47
RFX20122020,73480.0,8,15:51:36
RFX20122020,73430.0,1,15:51:29
RFX20122020,73430.0,2,15:51:29
GGAL122020,132.4,2,15:51:28
GGAL122020,132.4,1,15:51:21
GGAL122020,132.4,1,15:51:21
GGAL122020,132.4,1,15:51:21
RFX20122020,73450.0,1,15:51:12
GGAL122020,132.4,1,15:51:04
RFX20122020,73450.0,1,15:51:02
RFX20122020,73445.0,1,15:50:59
