05/03/2020 12:00:00 a.m.,Indice CCL,81.75,R
04/03/2020 12:00:00 a.m.,Indice CCL,81.49,R
03/03/2020 12:00:00 a.m.,Indice CCL,82.21,R
02/03/2020 12:00:00 a.m.,Indice CCL,82.73,R
27/02/2020 12:00:00 a.m.,Indice CCL,80.82,NR
26/02/2020 12:00:00 a.m.,Indice CCL,80.42,R
21/02/2020 12:00:00 a.m.,Indice CCL,80.58,R
20/02/2020 12:00:00 a.m.,Indice CCL,81.51,R
19/02/2020 12:00:00 a.m.,Indice CCL,81.57,R
18/02/2020 12:00:00 a.m.,Indice CCL,82.15,R
14/02/2020 12:00:00 a.m.,Indice CCL,83.37,R
13/02/2020 12:00:00 a.m.,Indice CCL,83.16,NR
12/02/2020 12:00:00 a.m.,Indice CCL,83.28,R
11/02/2020 12:00:00 a.m.,Indice CCL,84.44,R
