indice_tiempo,medio_de_transporte,pais_origen,turistas_no_residentes
2017-11,Fluvial/Marítima,Resto del mundo,2748
2017-11,Fluvial/Marítima,Resto de América,5819
2017-11,Fluvial/Marítima,Uruguay,30966
2017-11,Fluvial/Marítima,Paraguay,7664
2017-11,Fluvial/Marítima,EE.UU. y Canadá,5483.9
2017-11,Fluvial/Marítima,Chile,767.1
2017-11,Fluvial/Marítima,Brasil,10213
2017-11,Fluvial/Marítima,Bolivia,2049
2017-12,Aérea,Europa,59343.1
2017-12,Aérea,Resto del mundo,19363.1
2017-12,Aérea,Resto de América,51936.1
2017-12,Aérea,Uruguay,3969
2017-12,Aérea,Paraguay,6822
2017-12,Aérea,EE.UU. y Canadá,33558.9
2017-12,Aérea,Chile,22525
2017-12,Aérea,Brasil,55191
2017-12,Aérea,Bolivia,7172
2017-12,Terrestre,Europa,29673.8
2017-12,Terrestre,Resto del mundo,9945.7
2017-12,Terrestre,Resto de América,17084.6
2017-12,Terrestre,Uruguay,23991.6
2017-12,Terrestre,Paraguay,139865.1
2017-12,Terrestre,EE.UU. y Canadá,6488.2
2017-12,Terrestre,Chile,82285.4
2017-12,Terrestre,Brasil,35968.6
2017-12,Terrestre,Bolivia,51290.8
2017-12,Fluvial/Marítima,Europa,14230.5
2017-12,Fluvial/Marítima,Resto del mundo,4493.1
2017-12,Fluvial/Marítima,Resto de América,11038.7
2017-12,Fluvial/Marítima,Uruguay,26971
2017-12,Fluvial/Marítima,Paraguay,15493.1
2017-12,Fluvial/Marítima,EE.UU. y Canadá,13118
2017-12,Fluvial/Marítima,Chile,1448.1
2017-12,Fluvial/Marítima,Brasil,22471.3
2017-12,Fluvial/Marítima,Bolivia,2628.3
2018-01,Aérea,Europa,72264
2018-01,Aérea,Resto del mundo,20929
2018-01,Aérea,Resto de América,39163
2018-01,Aérea,Uruguay,3200
2018-01,Aérea,Paraguay,7264
2018-01,Aérea,EE.UU. y Canadá,45297
2018-01,Aérea,Chile,17481
2018-01,Aérea,Brasil,56344
2018-01,Aérea,Bolivia,7839
2018-01,Terrestre,Europa,33642
2018-01,Terrestre,Resto del mundo,15884.2
2018-01,Terrestre,Resto de América,17149.8
2018-01,Terrestre,Uruguay,23581.5
2018-01,Terrestre,Paraguay,79422.3
2018-01,Terrestre,EE.UU. y Canadá,7709.8
2018-01,Terrestre,Chile,104307.2
2018-01,Terrestre,Brasil,54808.5
2018-01,Terrestre,Bolivia,66575.9
2018-01,Fluvial/Marítima,Europa,19723
2018-01,Fluvial/Marítima,Resto del mundo,5749
2018-01,Fluvial/Marítima,Resto de América,8343
2018-01,Fluvial/Marítima,Uruguay,20857
2018-01,Fluvial/Marítima,Paraguay,11546
2018-01,Fluvial/Marítima,EE.UU. y Canadá,19060
2018-01,Fluvial/Marítima,Chile,2355.7
2018-01,Fluvial/Marítima,Brasil,45661
2018-01,Fluvial/Marítima,Bolivia,3084
2018-02,Aérea,Europa,52549.9
2018-02,Aérea,Resto del mundo,17900.9
2018-02,Aérea,Resto de América,26683
2018-02,Aérea,Uruguay,3538
2018-02,Aérea,Paraguay,4445
2018-02,Aérea,EE.UU. y Canadá,28976
2018-02,Aérea,Chile,22360
2018-02,Aérea,Brasil,33962
2018-02,Aérea,Bolivia,5604
2018-02,Terrestre,Europa,31731.2
2018-02,Terrestre,Resto del mundo,13226.1
2018-02,Terrestre,Resto de América,12528.2
2018-02,Terrestre,Uruguay,23857.5
2018-02,Terrestre,Paraguay,68045.7
2018-02,Terrestre,EE.UU. y Canadá,6822.1
2018-02,Terrestre,Chile,144909.9
2018-02,Terrestre,Brasil,31850.7
2018-02,Terrestre,Bolivia,45343.3
2018-02,Fluvial/Marítima,Europa,22159
2018-02,Fluvial/Marítima,Resto del mundo,6620
2018-02,Fluvial/Marítima,Resto de América,4921
2018-02,Fluvial/Marítima,Uruguay,22462
2018-02,Fluvial/Marítima,Paraguay,8490
2018-02,Fluvial/Marítima,EE.UU. y Canadá,20931.2
2018-02,Fluvial/Marítima,Chile,3677.2
2018-02,Fluvial/Marítima,Brasil,30744
2018-02,Fluvial/Marítima,Bolivia,1917
2018-03,Aérea,Europa,58831
2018-03,Aérea,Resto del mundo,17868
2018-03,Aérea,Resto de América,33645
2018-03,Aérea,Uruguay,4804
2018-03,Aérea,Paraguay,5535
2018-03,Aérea,EE.UU. y Canadá,34464
2018-03,Aérea,Chile,20654
2018-03,Aérea,Brasil,35108
2018-03,Aérea,Bolivia,5301
2018-03,Terrestre,Europa,31053.5
2018-03,Terrestre,Resto del mundo,9363.1
2018-03,Terrestre,Resto de América,11770.2
2018-03,Terrestre,Uruguay,31439.2
2018-03,Terrestre,Paraguay,69286.1
2018-03,Terrestre,EE.UU. y Canadá,6796
2018-03,Terrestre,Chile,65203
2018-03,Terrestre,Brasil,25272.7
2018-03,Terrestre,Bolivia,28684.6
2018-03,Fluvial/Marítima,Europa,13733
2018-03,Fluvial/Marítima,Resto del mundo,3413
2018-03,Fluvial/Marítima,Resto de América,6009
2018-03,Fluvial/Marítima,Uruguay,30306
2018-03,Fluvial/Marítima,Paraguay,8675
2018-03,Fluvial/Marítima,EE.UU. y Canadá,13301
2018-03,Fluvial/Marítima,Chile,1299.3
2018-03,Fluvial/Marítima,Brasil,16719
2018-03,Fluvial/Marítima,Bolivia,6977
2018-04,Aérea,Europa,52361
2018-04,Aérea,Resto del mundo,16376
2018-04,Aérea,Resto de América,32608
2018-04,Aérea,Uruguay,4982
2018-04,Aérea,Paraguay,5776
2018-04,Aérea,EE.UU. y Canadá,28401
2018-04,Aérea,Chile,22401.1
2018-04,Aérea,Brasil,49415.8
2018-04,Aérea,Bolivia,5043
2018-04,Terrestre,Europa,17393.5
2018-04,Terrestre,Resto del mundo,6147.3
2018-04,Terrestre,Resto de América,9572.7
2018-04,Terrestre,Uruguay,21538.4
2018-04,Terrestre,Paraguay,43973.9
2018-04,Terrestre,EE.UU. y Canadá,3915.9
2018-04,Terrestre,Chile,54714.4
2018-04,Terrestre,Brasil,28793.3
2018-04,Terrestre,Bolivia,26137.3
2018-04,Fluvial/Marítima,Europa,5968
2018-04,Fluvial/Marítima,Resto del mundo,1478
2018-04,Fluvial/Marítima,Resto de América,4455
2018-04,Fluvial/Marítima,Uruguay,30685
2018-04,Fluvial/Marítima,Paraguay,7434
2018-04,Fluvial/Marítima,EE.UU. y Canadá,2505
2018-04,Fluvial/Marítima,Chile,801.1
2018-04,Fluvial/Marítima,Brasil,9299
2018-04,Fluvial/Marítima,Bolivia,7788
2018-05,Aérea,Europa,35450
2018-05,Aérea,Resto del mundo,13808
2018-05,Aérea,Resto de América,29133
2018-05,Aérea,Uruguay,4871
2018-05,Aérea,Paraguay,6109
2018-05,Aérea,EE.UU. y Canadá,20737
2018-05,Aérea,Chile,24078
2018-05,Aérea,Brasil,52262
2018-05,Aérea,Bolivia,4536.8
2018-05,Terrestre,Europa,11578.4
2018-05,Terrestre,Resto del mundo,3565
2018-05,Terrestre,Resto de América,8661.9
2018-05,Terrestre,Uruguay,17463.2
2018-05,Terrestre,Paraguay,45691.8
2018-05,Terrestre,EE.UU. y Canadá,2104.8
2018-05,Terrestre,Chile,43578.7
2018-05,Terrestre,Brasil,23597.6
2018-05,Terrestre,Bolivia,26661.9
2018-05,Fluvial/Marítima,Europa,3662
2018-05,Fluvial/Marítima,Resto del mundo,1266
2018-05,Fluvial/Marítima,Resto de América,3572
2018-05,Fluvial/Marítima,Uruguay,26995
2018-05,Fluvial/Marítima,Paraguay,7505
2018-05,Fluvial/Marítima,EE.UU. y Canadá,1922
2018-05,Fluvial/Marítima,Chile,774.2
2018-05,Fluvial/Marítima,Brasil,8744
2018-05,Fluvial/Marítima,Bolivia,7418
2018-06,Aérea,Europa,27084
2018-06,Aérea,Resto del mundo,11391
2018-06,Aérea,Resto de América,28088
2018-06,Aérea,Uruguay,3976
2018-06,Aérea,Paraguay,4794
2018-06,Aérea,EE.UU. y Canadá,19876
2018-06,Aérea,Chile,18667
2018-06,Aérea,Brasil,57070
2018-06,Aérea,Bolivia,4502
2018-06,Terrestre,Europa,6825.9
2018-06,Terrestre,Resto del mundo,2462.6
2018-06,Terrestre,Resto de América,7810.2
2018-06,Terrestre,Uruguay,14004.4
2018-06,Terrestre,Paraguay,39016.6
2018-06,Terrestre,EE.UU. y Canadá,1646
2018-06,Terrestre,Chile,22733.8
2018-06,Terrestre,Brasil,23044.8
2018-06,Terrestre,Bolivia,23639.5
2018-06,Fluvial/Marítima,Europa,2693
2018-06,Fluvial/Marítima,Resto del mundo,1056
2018-06,Fluvial/Marítima,Resto de América,3381
2018-06,Fluvial/Marítima,Uruguay,21413
2018-06,Fluvial/Marítima,Paraguay,6655
2018-06,Fluvial/Marítima,EE.UU. y Canadá,2053
2018-06,Fluvial/Marítima,Chile,540.1
2018-06,Fluvial/Marítima,Brasil,7930
2018-06,Fluvial/Marítima,Bolivia,6972
2018-07,Aérea,Europa,29514
2018-07,Aérea,Resto del mundo,11418
2018-07,Aérea,Resto de América,30485
2018-07,Aérea,Uruguay,5150
2018-07,Aérea,Paraguay,7263
2018-07,Aérea,EE.UU. y Canadá,22594
2018-07,Aérea,Chile,28871
2018-07,Aérea,Brasil,93346
2018-07,Aérea,Bolivia,5748
2018-07,Terrestre,Europa,10008.1
2018-07,Terrestre,Resto del mundo,2991.8
2018-07,Terrestre,Resto de América,10395.8
2018-07,Terrestre,Uruguay,33119.3
2018-07,Terrestre,Paraguay,69276.4
2018-07,Terrestre,EE.UU. y Canadá,1981.3
2018-07,Terrestre,Chile,41587.9
2018-07,Terrestre,Brasil,34259.1
2018-07,Terrestre,Bolivia,36981.6
2018-07,Fluvial/Marítima,Europa,3478
2018-07,Fluvial/Marítima,Resto del mundo,1031
2018-07,Fluvial/Marítima,Resto de América,4551
2018-07,Fluvial/Marítima,Uruguay,33345
2018-07,Fluvial/Marítima,Paraguay,9350
2018-07,Fluvial/Marítima,EE.UU. y Canadá,1894
2018-07,Fluvial/Marítima,Chile,1093
2018-07,Fluvial/Marítima,Brasil,14625
2018-07,Fluvial/Marítima,Bolivia,9238
2018-08,Aérea,Europa,36631
2018-08,Aérea,Resto del mundo,13672.1
2018-08,Aérea,Resto de América,33821
2018-08,Aérea,Uruguay,5156
2018-08,Aérea,Paraguay,6138
2018-08,Aérea,EE.UU. y Canadá,23858
2018-08,Aérea,Chile,24988
2018-08,Aérea,Brasil,78239
2018-08,Aérea,Bolivia,4853
2018-08,Terrestre,Europa,13023.1
2018-08,Terrestre,Resto del mundo,2750.4
2018-08,Terrestre,Resto de América,9452.1
2018-08,Terrestre,Uruguay,23197.5
2018-08,Terrestre,Paraguay,49703.3
2018-08,Terrestre,EE.UU. y Canadá,1651.1
2018-08,Terrestre,Chile,29881
2018-08,Terrestre,Brasil,25959.8
2018-08,Terrestre,Bolivia,26081.5
2018-08,Fluvial/Marítima,Europa,3869
2018-08,Fluvial/Marítima,Resto del mundo,956
2018-08,Fluvial/Marítima,Resto de América,4460
2018-08,Fluvial/Marítima,Uruguay,27001
2018-08,Fluvial/Marítima,Paraguay,7602
2018-08,Fluvial/Marítima,EE.UU. y Canadá,1760
2018-08,Fluvial/Marítima,Chile,749
2018-08,Fluvial/Marítima,Brasil,9034
2018-08,Fluvial/Marítima,Bolivia,6854
2018-09,Aérea,Europa,34122
2018-09,Aérea,Resto del mundo,14115
2018-09,Aérea,Resto de América,36422
2018-09,Aérea,Uruguay,5363
2018-09,Aérea,Paraguay,5395
2018-09,Aérea,EE.UU. y Canadá,20554
2018-09,Aérea,Chile,34060
2018-09,Aérea,Brasil,70203
2018-09,Aérea,Bolivia,5108
2018-09,Terrestre,Europa,11761.6
2018-09,Terrestre,Resto del mundo,4240.3
2018-09,Terrestre,Resto de América,10361.3
2018-09,Terrestre,Uruguay,42822
2018-09,Terrestre,Paraguay,48545.8
2018-09,Terrestre,EE.UU. y Canadá,2261.3
2018-09,Terrestre,Chile,67131.3
2018-09,Terrestre,Brasil,35160.1
2018-09,Terrestre,Bolivia,25060.8
2018-09,Fluvial/Marítima,Europa,4186.1
2018-09,Fluvial/Marítima,Resto del mundo,1298
2018-09,Fluvial/Marítima,Resto de América,4729.1
2018-09,Fluvial/Marítima,Uruguay,37448.1
2018-09,Fluvial/Marítima,Paraguay,6610.4
2018-09,Fluvial/Marítima,EE.UU. y Canadá,1675
2018-09,Fluvial/Marítima,Chile,1272.1
2018-09,Fluvial/Marítima,Brasil,9925
2018-09,Fluvial/Marítima,Bolivia,6167
2018-10,Aérea,Europa,41278
2018-10,Aérea,Resto del mundo,19428
2018-10,Aérea,Resto de América,39789
2018-10,Aérea,Uruguay,5255
2018-10,Aérea,Paraguay,5640
2018-10,Aérea,EE.UU. y Canadá,23724
2018-10,Aérea,Chile,33322
2018-10,Aérea,Brasil,64194
2018-10,Aérea,Bolivia,5301
2018-10,Terrestre,Europa,20943.3
2018-10,Terrestre,Resto del mundo,5303.3
2018-10,Terrestre,Resto de América,12472.2
2018-10,Terrestre,Uruguay,32385.4
2018-10,Terrestre,Paraguay,51565.4
2018-10,Terrestre,EE.UU. y Canadá,3715.9
2018-10,Terrestre,Chile,49878.1
2018-10,Terrestre,Brasil,32553.6
2018-10,Terrestre,Bolivia,28276.1
2018-10,Fluvial/Marítima,Europa,6446.8
2018-10,Fluvial/Marítima,Resto del mundo,1976.1
2018-10,Fluvial/Marítima,Resto de América,5824
2018-10,Fluvial/Marítima,Uruguay,35361
2018-10,Fluvial/Marítima,Paraguay,6960.8
2018-10,Fluvial/Marítima,EE.UU. y Canadá,3308.1
2018-10,Fluvial/Marítima,Chile,897.2
2018-10,Fluvial/Marítima,Brasil,8822.8
2018-10,Fluvial/Marítima,Bolivia,6115
2018-11,Aérea,Europa,60223
2018-11,Aérea,Resto del mundo,16165
2018-11,Aérea,Resto de América,44835
2018-11,Aérea,Uruguay,4209
2018-11,Aérea,Paraguay,5753
2018-11,Aérea,EE.UU. y Canadá,32754
2018-11,Aérea,Chile,35893
2018-11,Aérea,Brasil,68666
2018-11,Aérea,Bolivia,6059
2018-11,Terrestre,Europa,40735.7
2018-11,Terrestre,Resto del mundo,6973.1
2018-11,Terrestre,Resto de América,13922.1
2018-11,Terrestre,Uruguay,30602.3
2018-11,Terrestre,Paraguay,47201.7
2018-11,Terrestre,EE.UU. y Canadá,6674.1
2018-11,Terrestre,Chile,65408.4
2018-11,Terrestre,Brasil,35322.4
2018-11,Terrestre,Bolivia,24744.6
2018-11,Fluvial/Marítima,Europa,11992.1
2018-11,Fluvial/Marítima,Resto del mundo,2359.8
2018-11,Fluvial/Marítima,Resto de América,6283.5
2018-11,Fluvial/Marítima,Uruguay,32789.1
2018-11,Fluvial/Marítima,Paraguay,6498.8
2018-11,Fluvial/Marítima,EE.UU. y Canadá,4743.1
2018-11,Fluvial/Marítima,Chile,847.6
2018-11,Fluvial/Marítima,Brasil,9054.6
2018-11,Fluvial/Marítima,Bolivia,5215.2
2018-12,Aérea,Europa,63748
2018-12,Aérea,Resto del mundo,21922.2
2018-12,Aérea,Resto de América,56794.5
2018-12,Aérea,Uruguay,3684
2018-12,Aérea,Paraguay,7059
2018-12,Aérea,EE.UU. y Canadá,37767
2018-12,Aérea,Chile,27783
2018-12,Aérea,Brasil,68837
2018-12,Aérea,Bolivia,7048
2018-12,Terrestre,Europa,32502.6
2018-12,Terrestre,Resto del mundo,10237.9
2018-12,Terrestre,Resto de América,16382.3
2018-12,Terrestre,Uruguay,27398.2
2018-12,Terrestre,Paraguay,117164.4
2018-12,Terrestre,EE.UU. y Canadá,8240.3
2018-12,Terrestre,Chile,71989.5
2018-12,Terrestre,Brasil,38289
2018-12,Terrestre,Bolivia,47949.1
2018-12,Fluvial/Marítima,Europa,15872.8
2018-12,Fluvial/Marítima,Resto del mundo,5322
2018-12,Fluvial/Marítima,Resto de América,11356
2018-12,Fluvial/Marítima,Uruguay,24875
2018-12,Fluvial/Marítima,Paraguay,11974
2018-12,Fluvial/Marítima,EE.UU. y Canadá,14664.8
2018-12,Fluvial/Marítima,Chile,1058.1
2018-12,Fluvial/Marítima,Brasil,31031
2018-12,Fluvial/Marítima,Bolivia,7242
2019-01,Aérea,Europa,84273
2019-01,Aérea,Resto del mundo,23324
2019-01,Aérea,Resto de América,48866
2019-01,Aérea,Uruguay,3732
2019-01,Aérea,Paraguay,8320
2019-01,Aérea,EE.UU. y Canadá,52176
2019-01,Aérea,Chile,27371
2019-01,Aérea,Brasil,82662
2019-01,Aérea,Bolivia,8521
2019-01,Terrestre,Europa,39333.9
2019-01,Terrestre,Resto del mundo,16154.2
2019-01,Terrestre,Resto de América,18010.7
2019-01,Terrestre,Uruguay,29304.8
2019-01,Terrestre,Paraguay,68333.2
2019-01,Terrestre,EE.UU. y Canadá,9336.7
2019-01,Terrestre,Chile,97372.7
2019-01,Terrestre,Brasil,57713.5
2019-01,Terrestre,Bolivia,56592.6
2019-01,Fluvial/Marítima,Europa,23162.9
2019-01,Fluvial/Marítima,Resto del mundo,7344
2019-01,Fluvial/Marítima,Resto de América,7961
2019-01,Fluvial/Marítima,Uruguay,18681.9
2019-01,Fluvial/Marítima,Paraguay,9720
2019-01,Fluvial/Marítima,EE.UU. y Canadá,24862
2019-01,Fluvial/Marítima,Chile,2442
2019-01,Fluvial/Marítima,Brasil,47580
2019-01,Fluvial/Marítima,Bolivia,7656
2019-02,Aérea,Europa,57427
2019-02,Aérea,Resto del mundo,18403
2019-02,Aérea,Resto de América,33047
2019-02,Aérea,Uruguay,3853
2019-02,Aérea,Paraguay,6273
2019-02,Aérea,EE.UU. y Canadá,32654
2019-02,Aérea,Chile,36923
2019-02,Aérea,Brasil,38387
2019-02,Aérea,Bolivia,5866
2019-02,Terrestre,Europa,37007.1
2019-02,Terrestre,Resto del mundo,15785.6
2019-02,Terrestre,Resto de América,11990.9
2019-02,Terrestre,Uruguay,26008.5
2019-02,Terrestre,Paraguay,58490.4
2019-02,Terrestre,EE.UU. y Canadá,8225.4
2019-02,Terrestre,Chile,137782.2
2019-02,Terrestre,Brasil,25889.7
2019-02,Terrestre,Bolivia,38547.7
2019-02,Fluvial/Marítima,Europa,24512.2
2019-02,Fluvial/Marítima,Resto del mundo,9349.1
2019-02,Fluvial/Marítima,Resto de América,4659.8
2019-02,Fluvial/Marítima,Uruguay,19701.6
2019-02,Fluvial/Marítima,Paraguay,8297.5
2019-02,Fluvial/Marítima,EE.UU. y Canadá,26970.1
2019-02,Fluvial/Marítima,Chile,3858.7
2019-02,Fluvial/Marítima,Brasil,30142.9
2019-02,Fluvial/Marítima,Bolivia,5335.5
2019-03,Aérea,Europa,66074
2019-03,Aérea,Resto del mundo,19952
2019-03,Aérea,Resto de América,36038
2019-03,Aérea,Uruguay,4934
2019-03,Aérea,Paraguay,6234
2019-03,Aérea,EE.UU. y Canadá,38838
2019-03,Aérea,Chile,28033
2019-03,Aérea,Brasil,61903
2019-03,Aérea,Bolivia,5602
2019-03,Terrestre,Europa,33209.8
2019-03,Terrestre,Resto del mundo,11784.1
2019-03,Terrestre,Resto de América,11994
2019-03,Terrestre,Uruguay,27583.9
2019-03,Terrestre,Paraguay,47240.1
2019-03,Terrestre,EE.UU. y Canadá,7877.7
2019-03,Terrestre,Chile,62614.3
2019-03,Terrestre,Brasil,35004.1
2019-03,Terrestre,Bolivia,27304.1
2019-03,Fluvial/Marítima,Europa,16718.3
2019-03,Fluvial/Marítima,Resto del mundo,5048
2019-03,Fluvial/Marítima,Resto de América,5369.3
2019-03,Fluvial/Marítima,Uruguay,24467.9
2019-03,Fluvial/Marítima,Paraguay,6840.1
2019-03,Fluvial/Marítima,EE.UU. y Canadá,17585.1
2019-03,Fluvial/Marítima,Chile,1187.7
2019-03,Fluvial/Marítima,Brasil,24728
2019-03,Fluvial/Marítima,Bolivia,6715.2
2019-04,Aérea,Europa,52864
2019-04,Aérea,Resto del mundo,14301
2019-04,Aérea,Resto de América,38476
2019-04,Aérea,Uruguay,9069
2019-04,Aérea,Paraguay,7552
2019-04,Aérea,EE.UU. y Canadá,27754
2019-04,Aérea,Chile,28146
2019-04,Aérea,Brasil,59837
2019-04,Aérea,Bolivia,5429
2019-04,Terrestre,Europa,24501.7
2019-04,Terrestre,Resto del mundo,7316.5
2019-04,Terrestre,Resto de América,12357.5
2019-04,Terrestre,Uruguay,47763.1
2019-04,Terrestre,Paraguay,51179.2
2019-04,Terrestre,EE.UU. y Canadá,4364
2019-04,Terrestre,Chile,58612.6
2019-04,Terrestre,Brasil,28602.7
2019-04,Terrestre,Bolivia,25916.3
2019-04,Fluvial/Marítima,Europa,7459
2019-04,Fluvial/Marítima,Resto del mundo,2196
2019-04,Fluvial/Marítima,Resto de América,5451
2019-04,Fluvial/Marítima,Uruguay,37295
2019-04,Fluvial/Marítima,Paraguay,6871
2019-04,Fluvial/Marítima,EE.UU. y Canadá,3206
2019-04,Fluvial/Marítima,Chile,762
2019-04,Fluvial/Marítima,Brasil,8159
2019-04,Fluvial/Marítima,Bolivia,6681
2019-05,Aérea,Europa,39163
2019-05,Aérea,Resto del mundo,13418
2019-05,Aérea,Resto de América,35034
2019-05,Aérea,Uruguay,6278
2019-05,Aérea,Paraguay,7077
2019-05,Aérea,EE.UU. y Canadá,21506
2019-05,Aérea,Chile,30746
2019-05,Aérea,Brasil,69763
2019-05,Aérea,Bolivia,5509
2019-05,Terrestre,Europa,13003.7
2019-05,Terrestre,Resto del mundo,4448.1
2019-05,Terrestre,Resto de América,9807
2019-05,Terrestre,Uruguay,19228.5
2019-05,Terrestre,Paraguay,39011.8
2019-05,Terrestre,EE.UU. y Canadá,2523.7
2019-05,Terrestre,Chile,42182.6
2019-05,Terrestre,Brasil,25214.4
2019-05,Terrestre,Bolivia,24585.4
2019-05,Fluvial/Marítima,Europa,3822.4
2019-05,Fluvial/Marítima,Resto del mundo,1483.2
2019-05,Fluvial/Marítima,Resto de América,4140.8
2019-05,Fluvial/Marítima,Uruguay,22613.2
2019-05,Fluvial/Marítima,Paraguay,4472.4
2019-05,Fluvial/Marítima,EE.UU. y Canadá,2250.3
2019-05,Fluvial/Marítima,Chile,698.3
2019-05,Fluvial/Marítima,Brasil,7164.7
2019-05,Fluvial/Marítima,Bolivia,9405.1
2019-06,Aérea,Europa,29541
2019-06,Aérea,Resto del mundo,11617
2019-06,Aérea,Resto de América,33458
2019-06,Aérea,Uruguay,6705
2019-06,Aérea,Paraguay,6798
2019-06,Aérea,EE.UU. y Canadá,20948
2019-06,Aérea,Chile,28516
2019-06,Aérea,Brasil,74633
2019-06,Aérea,Bolivia,4812
2019-06,Terrestre,Europa,8036.4
2019-06,Terrestre,Resto del mundo,2757.4
2019-06,Terrestre,Resto de América,9628.3
2019-06,Terrestre,Uruguay,18380.6
2019-06,Terrestre,Paraguay,37991
2019-06,Terrestre,EE.UU. y Canadá,2450.9
2019-06,Terrestre,Chile,24649.5
2019-06,Terrestre,Brasil,29552.4
2019-06,Terrestre,Bolivia,26459.9
2019-06,Fluvial/Marítima,Europa,2631.6
2019-06,Fluvial/Marítima,Resto del mundo,1071.2
2019-06,Fluvial/Marítima,Resto de América,3429.4
2019-06,Fluvial/Marítima,Uruguay,23649.2
2019-06,Fluvial/Marítima,Paraguay,4520.3
2019-06,Fluvial/Marítima,EE.UU. y Canadá,2008
2019-06,Fluvial/Marítima,Chile,413.1
2019-06,Fluvial/Marítima,Brasil,8058.6
2019-06,Fluvial/Marítima,Bolivia,8822
2019-07,Aérea,Europa,33332
2019-07,Aérea,Resto del mundo,11182
2019-07,Aérea,Resto de América,34714
2019-07,Aérea,Uruguay,6970
2019-07,Aérea,Paraguay,9815
2019-07,Aérea,EE.UU. y Canadá,24989
2019-07,Aérea,Chile,31449
2019-07,Aérea,Brasil,103483
2019-07,Aérea,Bolivia,5738
2019-07,Terrestre,Europa,13028.8
2019-07,Terrestre,Resto del mundo,3207.5
2019-07,Terrestre,Resto de América,10732
2019-07,Terrestre,Uruguay,41624.6
2019-07,Terrestre,Paraguay,65959.2
2019-07,Terrestre,EE.UU. y Canadá,3220.7
2019-07,Terrestre,Chile,44263.4
2019-07,Terrestre,Brasil,40933.7
2019-07,Terrestre,Bolivia,40393.4
2019-07,Fluvial/Marítima,Europa,4055
2019-07,Fluvial/Marítima,Resto del mundo,1272
2019-07,Fluvial/Marítima,Resto de América,4723
2019-07,Fluvial/Marítima,Uruguay,36934
2019-07,Fluvial/Marítima,Paraguay,6940
2019-07,Fluvial/Marítima,EE.UU. y Canadá,2702
2019-07,Fluvial/Marítima,Chile,831
2019-07,Fluvial/Marítima,Brasil,13476
2019-07,Fluvial/Marítima,Bolivia,11819
2019-08,Aérea,Europa,38668
2019-08,Aérea,Resto del mundo,12350
2019-08,Aérea,Resto de América,35725
2019-08,Aérea,Uruguay,5882
2019-08,Aérea,Paraguay,7518
2019-08,Aérea,EE.UU. y Canadá,22630
2019-08,Aérea,Chile,27508
2019-08,Aérea,Brasil,85849
2019-08,Aérea,Bolivia,4803
2019-08,Terrestre,Europa,16141.2
2019-08,Terrestre,Resto del mundo,3144.3
2019-08,Terrestre,Resto de América,9810.8
2019-08,Terrestre,Uruguay,25190
2019-08,Terrestre,Paraguay,49474.4
2019-08,Terrestre,EE.UU. y Canadá,2331
2019-08,Terrestre,Chile,33419.1
2019-08,Terrestre,Brasil,29386.6
2019-08,Terrestre,Bolivia,28327.2
2019-08,Fluvial/Marítima,Europa,4357.6
2019-08,Fluvial/Marítima,Resto del mundo,1197.5
2019-08,Fluvial/Marítima,Resto de América,4224.1
2019-08,Fluvial/Marítima,Uruguay,26190.6
2019-08,Fluvial/Marítima,Paraguay,6594
2019-08,Fluvial/Marítima,EE.UU. y Canadá,1590
2019-08,Fluvial/Marítima,Chile,566.8
2019-08,Fluvial/Marítima,Brasil,9122
2019-08,Fluvial/Marítima,Bolivia,8978.3
2019-09,Aérea,Europa,34386
2019-09,Aérea,Resto del mundo,13317
2019-09,Aérea,Resto de América,37090
2019-09,Aérea,Uruguay,7617
2019-09,Aérea,Paraguay,7256
2019-09,Aérea,EE.UU. y Canadá,18382
2019-09,Aérea,Chile,36196
2019-09,Aérea,Brasil,73857
2019-09,Aérea,Bolivia,5128
2019-09,Terrestre,Europa,13800.5
2019-09,Terrestre,Resto del mundo,3891.4
2019-09,Terrestre,Resto de América,11648.3
2019-09,Terrestre,Uruguay,50171.8
2019-09,Terrestre,Paraguay,48255.5
2019-09,Terrestre,EE.UU. y Canadá,2895.1
2019-09,Terrestre,Chile,71562.8
2019-09,Terrestre,Brasil,37199.3
2019-09,Terrestre,Bolivia,26941.7
2019-09,Fluvial/Marítima,Europa,4033.9
2019-09,Fluvial/Marítima,Resto del mundo,1222
2019-09,Fluvial/Marítima,Resto de América,4837.5
2019-09,Fluvial/Marítima,Uruguay,41126.2
2019-09,Fluvial/Marítima,Paraguay,6734.6
2019-09,Fluvial/Marítima,EE.UU. y Canadá,1818.5
2019-09,Fluvial/Marítima,Chile,1153.5
2019-09,Fluvial/Marítima,Brasil,10113.7
2019-09,Fluvial/Marítima,Bolivia,8631
2019-10,Aérea,Europa,39223
2019-10,Aérea,Resto del mundo,14329
2019-10,Aérea,Resto de América,40685
2019-10,Aérea,Uruguay,5645
2019-10,Aérea,Paraguay,7144
2019-10,Aérea,EE.UU. y Canadá,22270
2019-10,Aérea,Chile,29427
2019-10,Aérea,Brasil,67129
2019-10,Aérea,Bolivia,6060
2019-10,Terrestre,Europa,23358.1
2019-10,Terrestre,Resto del mundo,6429.2
2019-10,Terrestre,Resto de América,12515.6
2019-10,Terrestre,Uruguay,32377.1
2019-10,Terrestre,Paraguay,50234.2
2019-10,Terrestre,EE.UU. y Canadá,4751.2
2019-10,Terrestre,Chile,46341.2
